id,name,amenity,lat,lon,district
1,Trạm Xăng Dầu Số 9,fuel,10.7706834,106.6893379,District 1
2,Cửa Hàng Xăng Dầu Comeco,fuel,10.7905722,106.6942144,District 1
3,Unknown,fuel,10.7753118,106.7048514,District 1
4,Cửa Hàng Xăng Dầu Satra,fuel,10.7689585,106.6966613,District 1
5,Unknown,parking,10.7812499,106.6983279,District 1
6,Trường Đại Học Ngân Hàng,college,10.7704853,106.7047872,District 1
7,Unknown,parking,10.7734144,106.6937048,District 1
8,Unknown,parking,10.7814261,106.6969159,District 1
9,Unknown,parking,10.7810892,106.6965647,District 1
10,Unknown,parking,10.7754919,106.6984902,District 1
11,Unknown,parking,10.7761981,106.6977285,District 1
12,FamilyMart,,10.7692304,106.7001682,District 1
13,Unknown,,10.7737618,106.704673,District 1
14,Circle K,,10.7709168,106.6894985,District 1
15,Shop&Go!,,10.7718769,106.6904496,District 1
16,Unknown,parking,10.7760071,106.702098,District 1
17,Circle K,,10.7796921,106.7007494,District 1
18,Unknown,parking,10.7771916,106.6962032,District 1
19,Unknown,parking,10.7720545,106.697625,District 1
20,Unknown,parking,10.7871712,106.7046796,District 1
21,Unknown,parking,10.7870396,106.7044597,District 1
22,Shop&Go!,,10.7674953,106.7002265,District 1
23,Siêu Thị Online Annam Gourmet,,10.7767779,106.7050958,District 1
24,Columbia Asia Saigon,hospital,10.7795758,106.6965213,District 1
25,Circle K,,10.77194,106.703707,District 1
26,Circle K,,10.7744175,106.6966499,District 1
27,Citimart,,10.784261,106.69973,District 1
28,Cửa Hàng Tiện Lợi Shop&Go!,,10.7896718,106.6935132,District 1
29,Circle K,,10.7769943,106.7047402,District 1
30,Circle K,,10.7694431,106.7000459,District 1
31,Trường Trung học cơ sở Văn Lang,school,10.7929112,106.6878489,District 1
32,Circle K,,10.7706331,106.6878337,District 1
33,FamilyMart,,10.7671517,106.6907412,District 1
34,Circle K,,10.7668186,106.6910328,District 1
35,Ministop,,10.7674283,106.6848633,District 1
36,Siêu Thị C&C,,10.7666709,106.6877461,District 1
37,Street Food Market,,10.7736896,106.6975615,District 1
38,FamilyMart,,10.7862265,106.7013849,District 1
39,FamilyMart,,10.7678389,106.6937195,District 1
40,Shop&Go!,,10.7791798,106.7002789,District 1
41,FamilyMart,,10.7736195,106.6969272,District 1
42,Bệnh Viện Mắt Sài Gòn,hospital,10.7713711,106.6909391,District 1
43,Bãi Đậu Xe Nguyễn Văn Chiêm,parking,10.7817942,106.6988031,District 1
44,FamilyMart,,10.768461,106.68707,District 1
45,Circle K,,10.7725534,106.6991115,District 1
46,Circle K,,10.7668906,106.6929873,District 1
47,Unknown,,10.7699236,106.6925181,District 1
48,Cửa Hàng Tiện Lợi B's Mart,,10.7668069,106.6962928,District 1
49,Circle K,,10.7697839,106.6924932,District 1
50,Trung Tâm Thương Mại Sense Market,,10.7692667,106.6933366,District 1
51,Thi's Market,,10.7717991,106.7041195,District 1
52,Siêu Thị Tiện Lợi US,,10.7618357,106.6901287,District 1
53,Trung Tâm Nhật Ngữ Yaruki,school,10.7881755,106.7026429,District 1
54,Circle K,,10.771409,106.6970223,District 1
55,FamilyMart,,10.7894045,106.702524,District 1
56,FamilyMart,,10.7890379,106.7002426,District 1
57,Circle K,,10.7732317,106.7033243,District 1
58,FamilyMart,,10.7635833,106.693177,District 1
59,7-Eleven,,10.7775864,106.6987866,District 1
60,Unknown,restaurant,10.762326,106.6927709,District 1
61,7-Eleven,,10.7774369,106.6986668,District 1
62,FamilyMart,,10.7796987,106.700693,District 1
63,FamilyMart,,10.7711968,106.6897472,District 1
64,Unknown,school,10.7924,106.6935816,District 1
65,Sạp Khô Hải Phựợng,,10.7642836,106.6978262,District 1
66,Circle K,,10.7735194,106.7021249,District 1
67,Ministop,,10.788655,106.6977442,District 1
68,FamilyMart,,10.7851878,106.6991453,District 1
69,WinMart+,,10.7692098,106.6917558,District 1
70,Unknown,,10.7722701,106.6961872,District 1
71,WinMart+,,10.7665987,106.6920839,District 1
72,WinMart+,,10.7690914,106.6874383,District 1
73,WinMart+,,10.7643484,106.6962681,District 1
74,WinMart+,,10.75872,106.6882107,District 1
75,WinMart+,,10.7685855,106.6994331,District 1
76,WinMart+,,10.7925786,106.6935162,District 1
77,WinMart+,,10.7912138,106.6937093,District 1
78,WinMart+,,10.7617002,106.6901393,District 1
79,WinMart+,,10.7811422,106.7041941,District 1
80,WinMart+,,10.7916722,106.6962466,District 1
81,WinMart+,,10.7893734,106.6967884,District 1
82,WinMart+,,10.7870877,106.6980813,District 1
83,WinMart+,,10.7690762,106.6911424,District 1
84,Trường Đại Học KHXH&NV Thành phố Hồ Chí Minh - Cơ Sở 1,college,10.7856151,106.7030012,District 1
85,Unknown,,10.7742791,106.6997921,District 1
86,Siêu thị phượt,,10.7655607,106.6924438,District 1
87,Tạp Hoá Tiến Hưng,,10.7620742,106.6904162,District 1
88,Unknown,,10.763547,106.6930808,District 1
89,FamilyMart,,10.7888019,106.696127,District 1
90,Cửa Hàng Tiện Lợi B's Mart,,10.7643554,106.6913421,District 1
91,Unknown,,10.767144,106.6948322,District 1
92,7-Eleven,,10.7705345,106.6879964,District 1
93,Thực Phẩm Hữu Cơ An Toàn - Nam An,,10.7731189,106.7007584,District 1
94,Unknown,,10.7695785,106.6970016,District 1
95,Unknown,,10.7627701,106.6878402,District 1
96,FamilyMart,,10.7804426,106.7073546,District 1
97,FamilyMart,,10.7713737,106.7023543,District 1
98,Circle K,,10.7738202,106.6988707,District 1
99,WinMart+,,10.7703407,106.6919944,District 1
100,7-Eleven,,10.7705527,106.6879477,District 1
101,Unknown,,10.766391,106.6962326,District 1
102,Unknown,,10.7658092,106.6965487,District 1
103,Unknown,,10.7849873,106.6957305,District 1
104,Unknown,,10.7661781,106.6879571,District 1
105,Unknown,,10.764657,106.6875678,District 1
106,Unknown,,10.7621024,106.6891263,District 1
107,Unknown,,10.792129,106.6930053,District 1
108,Unknown,,10.7637656,106.6903151,District 1
109,Unknown,,10.7644991,106.6906971,District 1
110,Unknown,,10.7658114,106.6907638,District 1
111,Co.op smile,,10.7634408,106.6957358,District 1
112,Unknown,,10.7856676,106.7023728,District 1
113,Unknown,school,10.7864397,106.6979676,District 1
114,Unknown,,10.7852278,106.6988881,District 1
115,Unknown,,10.7686806,106.6967533,District 1
116,Unknown,,10.782461,106.7022284,District 1
117,Unknown,,10.7680302,106.698549,District 1
118,Ministop,,10.76894,106.699493,District 1
119,Unknown,,10.7686252,106.6989439,District 1
120,Circle K,,10.7787519,106.7019218,District 1
121,Unknown,,10.7656939,106.6897877,District 1
122,Unknown,,10.7706222,106.7036914,District 1
123,Circle K,,10.7733237,106.696254,District 1
124,Familymart,,10.7617773,106.6960949,District 1
125,Unknown,,10.7605084,106.6932442,District 1
126,GS25,,10.7699152,106.68837,District 1
127,Circle K,,10.7699632,106.6923622,District 1
128,FamilyMart,,10.7709554,106.6900191,District 1
129,Unknown,,10.764855,106.6987344,District 1
130,Unknown,,10.760632,106.6929757,District 1
131,Unknown,,10.7675893,106.6947722,District 1
132,Ministop,,10.7741035,106.6971573,District 1
133,Unknown,,10.7917974,106.6902381,District 1
134,Unknown,,10.7661723,106.6984381,District 1
135,Unknown,,10.7724614,106.6950674,District 1
136,Circle K,,10.7751257,106.7028402,District 1
137,Unknown,,10.7676268,106.7001231,District 1
138,Circle K,,10.7688695,106.7014884,District 1
139,Unknown,,10.7642868,106.6973479,District 1
140,Unknown,,10.7646306,106.6966172,District 1
141,Unknown,,10.7645863,106.6967021,District 1
142,Unknown,,10.7687743,106.6992892,District 1
143,Unknown,,10.7645562,106.6972327,District 1
144,Unknown,,10.7723341,106.6963242,District 1
145,Unknown,,10.7715103,106.6929293,District 1
146,Circle K,,10.7660289,106.6827071,District 1
147,Circle K,,10.7677232,106.6947328,District 1
148,Circle K,,10.7682139,106.7009937,District 1
149,WinMart+,,10.7613866,106.6921565,District 1
150,Cirkle K,,10.7636236,106.6930378,District 1
151,WinMart+,,10.7612781,106.6923036,District 1
152,Unknown,,10.7614192,106.6921024,District 1
153,Cửa Hàng Tiện Lợi G25,,10.7844131,106.6964872,District 1
154,Cheers,,10.7726879,106.6972368,District 1
155,Circle K,,10.779199,106.7003005,District 1
156,FamilyMart,,10.7787817,106.7028124,District 1
157,WinMart+,,10.7868852,106.7117503,District 1
158,Ministop,,10.7867368,106.7113385,District 1
159,7-Eleven,,10.7865927,106.7100738,District 1
160,Unknown,parking,10.7727335,106.7029363,District 1
161,7-Eleven,,10.7806435,106.7045255,District 1
162,FamilyMart,,10.7812739,106.70496,District 1
163,Đại Học Mở Thành phố Hồ Chí Minh - Mai Thị Lựu,university,10.7902129,106.700297,District 1
164,Circle K,,10.7792725,106.7046884,District 1
165,Nhà xe Tâm Hạnh - Nguyễn Cư Trinh,parking,10.7631519,106.688613,District 1
166,Grove Fresh,,10.7680881,106.6845432,District 1
167,Bệnh viện Quận 1 (cơ sở 2),hospital,10.7651115,106.6932273,District 1
168,Circle K,,10.7910951,106.6911149,District 1
169,GS25,,10.7870002,106.7113903,District 1
170,Unknown,,10.7885039,106.691255,District 1
171,Unknown,,10.7773144,106.7055429,District 1
172,7-Eleven,,10.7745392,106.7057152,District 1
173,116 Culture Luxury,,10.7684748,106.6986624,District 1
174,Unknown,,10.7727408,106.6968917,District 1
175,Unknown,,10.7681437,106.6920971,District 1
176,Unknown,,10.7672169,106.692785,District 1
177,Siêu thị Bách hoá XANH,,10.7656009,106.6947703,District 1
178,Unknown,,10.7822529,106.7059532,District 1
179,WinMart,,10.7782504,106.7020738,District 1
180,Ministop,,10.7906513,106.6996112,District 1
181,Wedo Skin Clinic Quan 1,hospital,10.7888402,106.6974043,District 1
182,7-Eleven,,10.7724314,106.6972167,District 1
183,7-Eleven,,10.7719747,106.6944422,District 1
184,GS25,,10.78193,106.70111,District 1
185,7-Eleven,,10.7818559,106.7011933,District 1
186,GS25,,10.7811577,106.7008712,District 1
187,Circle K,,10.7755018,106.7042649,District 1
188,Mini stop,,10.7680533,106.6984934,District 1
189,Công viên Đống Đa,,10.7758758,106.7017186,District 1
190,Unknown,parking,10.769641,106.7054782,District 1
191,Unknown,parking,10.7705198,106.7056119,District 1
192,7-Eleven,,10.773051,106.6950403,District 1
193,Bệnh Viện Thẩm Mỹ Siam Thailand,hospital,10.7605922,106.6855655,District 1
194,FamilyMart,,10.7690238,106.6943666,District 1
195,7-Eleven,,10.7688037,106.6938374,District 1
196,Unknown,charging_station,10.7708742,106.696069,District 1
197,Gujju Indian Mart,,10.7688747,106.69397,District 1
198,GS25,,10.7685228,106.6933874,District 1
199,Nhà Xe Phúc Bình Dương,parking,10.7779142,106.7060295,District 1
200,7eleven,,10.7638297,106.6872398,District 1
201,7eleven,,10.7659048,106.6897399,District 1
202,co.op,,10.7653754,106.6847407,District 1
203,GS25,,10.7729916,106.6993877,District 1
204,7-Eleven,,10.7726939,106.6991376,District 1
205,Trường BDVH 218 Lý Tự Trọng,school,10.7725053,106.6948796,District 1
206,Gs25,,10.7672947,106.6866505,District 1
207,Công viên 30/4,,10.77923035429604,106.6973776582395,District 1
208,Công viên 23 tháng 9,,10.76950439333642,106.69394422385675,District 1
209,Thảo Cầm Viên Sài Gòn,,10.787892328330285,106.70653594949685,District 1
210,Công viên Lê Văn Tám,,10.788222946601195,106.69377925985638,District 1
211,Co.op Mart,,10.767201884263006,106.68619127870215,District 1
212,Unknown,parking,10.769317628928963,106.69349165693684,District 1
213,Trường Đại học Khoa học xã hội và Nhân văn,university,10.786095205170813,106.70316332749391,District 1
214,Khoa Dược - Đại học Y Dược Thành phố Hồ Chí Minh,university,10.78494557975636,106.7020616445657,District 1
215,Unknown,,10.777158149999996,106.70261794999996,District 1
216,Công viên Chi Lăng,,10.777779736676662,106.70156242336326,District 1
217,Công viên Thương xá Tax,,10.77468064646587,106.70210806347164,District 1
218,Unknown,parking,10.783082420901094,106.70010388927018,District 1
219,Unknown,,10.783536383413354,106.70044365078529,District 1
220,Unknown,parking,10.780930473509814,106.69953038319419,District 1
221,Lavenue Crown Hotel,parking,10.781493789957382,106.69895315465641,District 1
222,Unknown,parking,10.777991291544952,106.70642537304538,District 1
223,Công viên Lê Lợi,,10.773956543636974,106.6995672161492,District 1
224,Trường Cao đẳng Kỹ thuật Cao Thắng,college,10.77159581855053,106.70157883983174,District 1
225,Unknown,,10.78316355,106.70186045,District 1
226,Trường Tiểu học Nguyễn Thái Học,school,10.767960632045323,106.69597114897071,District 1
227,Trường Tiểu học Nguyễn Bỉnh Khiêm,school,10.788374840587652,106.70411723556838,District 1
228,Bệnh viện Nhi đồng 2,hospital,10.781406904363793,106.70261078524982,District 1
229,Công viên Bách Tùng Diệp,,10.776462999862432,106.69918881509436,District 1
230,Trường Tiểu học Khai Minh,school,10.769168912733313,106.70039251939798,District 1
231,Bệnh viện Nhân dân Gia Định - cơ sở 2,hospital,10.771938087227008,106.6995179618204,District 1
232,Công trường Mê Linh,,10.775293983043072,106.70633408481007,District 1
233,Đại học Sài Gòn (cơ sở 2),university,10.783270955085294,106.70638877104943,District 1
234,Công viên Majestic Hotel,,10.772498733752345,106.70596342951522,District 1
235,Trường Trung Cấp Nghề TT Quản lý Khách Sạn Việt Úc,school,10.784062138647538,106.69893777029498,District 1
236,Unknown,,10.786701017518267,106.70472681496842,District 1
237,Unknown,,10.786754764073354,106.70524961420784,District 1
238,Unknown,parking,10.78713971285626,106.70153453032385,District 1
239,Trường Tiểu học Hoà Bình,school,10.778919251085831,106.69898793845043,District 1
240,Trường Trung học phổ thông Trưng Vương,school,10.78531756619857,106.70639974479353,District 1
241,Đại chủng viện thánh Giuse,college,10.784705101368923,106.70505833405348,District 1
242,Trường Quốc Tế American,school,10.75760905,106.68523394999998,District 1
243,Trường Trung học cơ sở Nguyễn Du,school,10.772809869978436,106.69396066666927,District 1
244,Bệnh viện Đa khoa Tân Định,hospital,10.790211060771886,106.6896256742255,District 1
245,Bệnh viện Từ Dũ,hospital,10.768822054663048,106.6858807317314,District 1
246,Trường Tiểu học Kết Đoàn,school,10.768474207949662,106.68850411748667,District 1
247,Trường Đại học Ngân hàng Thành phố Hồ Chí Minh,university,10.770293346503042,106.70405231756456,District 1
248,Nhạc viện Thành phố Hồ Chí Minh,university,10.774378869453036,106.69499965375236,District 1
249,Unknown,,10.768731847153655,106.70424860252821,District 1
250,Unknown,parking,10.76215438575617,106.68600071118863,District 1
251,Unknown,,10.762388162815677,106.68545394650559,District 1
252,Trường Tiểu học Đinh Tiên Hoàng,school,10.789397309198245,106.6979724713669,District 1
253,Trường Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh,university,10.765642548900281,106.68932450386893,District 1
254,Trường Tiểu học Trần Hưng Đạo,school,10.761560908364961,106.68912854349342,District 1
255,Bệnh viện Răng Hàm Mặt Thành phố Hồ Chí Minh,hospital,10.76347980905101,106.69189948445361,District 1
256,Trường Trung học phổ thông Bùi Thị Xuân,school,10.76906896748122,106.68814552518808,District 1
257,Trường ĐH Công nghệ,university,10.756654275938642,106.68870670752837,District 1
258,Công viên Bến Bạch Đằng,,10.77252245929323,106.70664020363164,District 1
259,Công viên Tao Đàn,,10.774646515951172,106.69289258342039,District 1
260,Unknown,parking,10.78994565,106.70442075,District 1
261,Unknown,,10.786544782423775,106.71294074776739,District 1
262,Vườn hoa Tượng đài Bác Hồ,,10.775987606121273,106.70158474241872,District 1
263,Unknown,,10.792338721433403,106.70287791246928,District 1
264,Unknown,,10.791350674929754,106.7053709352988,District 1
265,Cửa hàng Xăng dầu Petrolimex Số 01,fuel,10.784143999383817,106.6970603591719,District 1
266,Unknown,parking,10.789598249811489,106.69418031062223,District 1
267,Vinschool Golden River,school,10.786179577159576,106.71155153957774,District 1
268,Common area Aqua 2,,10.786522464887604,106.71138548312193,District 1
269,Trường Trung học cơ sở và Trung học phổ thông Trần Đại Nghĩa,school,10.779319464781677,106.70125657681062,District 1
270,Unknown,,10.776057760725955,106.70084444677737,District 1
271,Công viên Lam Sơn,,10.775965819355704,106.70255329948147,District 1
272,Unknown,,10.777292767664884,106.70126735212979,District 1
273,Unknown,parking,10.781801627871781,106.70361528610042,District 1
274,Unknown,parking,10.7764069805883,106.69975975317837,District 1
275,Unknown,,10.77584451893279,106.699761122692,District 1
276,Unknown,parking,10.775323112032725,106.69965319438022,District 1
277,Unknown,parking,10.775709684749014,106.69985510481366,District 1
278,Unknown,parking,10.77592480331708,106.69999603939488,District 1
279,Trường Tiểu học Nguyễn Thái Bình,school,10.76857245572736,106.69959669154848,District 1
280,Trường Tiểu học Khai Minh,school,10.77026489386311,106.70005466883426,District 1
281,Unknown,parking,10.776587245619186,106.70275699118329,District 1
282,Unknown,parking,10.776240704341237,106.70313314432889,District 1
283,Trường Hoa Ngữ Nhật Tân,college,10.771490172984615,106.70342870588283,District 1
284,Trường Tiểu Học Hoà Bình,school,10.771559516405645,106.70280141173082,District 1
285,Trường Trung học cơ sở Võ Trường Toản,school,10.786162931010496,106.70549722546299,District 1
286,Trường Cán bộ Quản lý giáo dục Thành phố Hồ Chí Minh,college,10.786001800000001,106.7059845,District 1
287,Bãi giữ xe 42 Chu Mạnh Trinh,parking,10.783467530163257,106.70329476710802,District 1
288,Trường Trung học phổ thông Ernst Thälmann,school,10.768930611563501,106.6955099531801,District 1
289,Unknown,parking,10.767047927837387,106.69783507249528,District 1
290,Trường Trung học cơ sở Minh Đức,school,10.766343805147946,106.69573848345397,District 1
291,Trường Trung học cơ sở Đồng Khởi,school,10.76581058247817,106.69715017454502,District 1
292,Đại học Văn Lang,university,10.762818400000002,106.69328235,District 1
293,Trường Tiểu học Lương Thế Vinh,school,10.76282048035042,106.69415443766958,District 1
294,Trường Trung học phổ thông Lương Thế Vinh,school,10.763304939542952,106.69379717860943,District 1
295,Khu đậu xe Samco,parking,10.762468415186422,106.69531752740188,District 1
296,Trường Chính sách công và Phát triển nông thôn,college,10.785654860396576,106.70164023962235,District 1
297,Trường Trung học cơ sở Trần Văn Ơn,school,10.788323723959149,106.69778128759755,District 1
298,Trường Trung học phổ thông Năng Khiếu Thể Dục Thể Thao,school,10.791068552443024,106.69861889902177,District 1
299,Unknown,,10.76413988114185,106.6987825000435,District 1
300,Công viên Bến Bạch Đằng,,10.778664850929541,106.70763094736992,District 1
301,Trường Đại học Mở Thành phố Hồ Chí Minh,university,10.761096098688503,106.69223775596147,District 1
302,Unknown,parking,10.768782195722395,106.68633082904124,District 1
303,Bệnh viện Từ Dũ (khu M),hospital,10.767878183302654,106.68473858753833,District 1
304,Unknown,parking,10.775803529140049,106.70700914276762,District 1
305,Unknown,parking,10.774610137122798,106.70633927864073,District 1
306,Unknown,parking,10.780103402839266,106.69567978029364,District 1
307,Unknown,parking,10.7805752,106.6961322,District 1
308,Đại học Kinh tế Thành phố Hồ Chí Minh - cơ sở D,university,10.791862272578584,106.68841442657197,District 1
309,Unknown,parking,10.790320996744013,106.70490506617799,District 1
310,Unknown,parking,10.790419329656816,106.70307924911391,District 1
311,Unknown,,10.790525402212493,106.70296734773196,District 1
312,Unknown,parking,10.779926792983392,106.70034941453932,District 1
313,Unknown,parking,10.772736651774995,106.70137716088018,District 1
314,Unknown,,10.791440585073172,106.70567734796516,District 1
315,Unknown,parking,10.770612717181002,106.69545693203867,District 1
316,Unknown,,10.78572530925377,106.70958824294851,District 1
317,Unknown,parking,10.76936542979131,106.69394600568427,District 1
318,Trường Tiểu học Trần Khánh Dư,school,10.794831586750297,106.69170223712145,District 1
319,Trường Tiểu học Đuốc Sống,school,10.790385585899084,106.69190174623937,District 1
320,Trường Tiểu học Nguyễn Huệ,school,10.770864539369155,106.69098322224002,District 1
321,Trường Tiểu học Trần Quang Khải (cơ sở 1),school,10.793243300736602,106.69335431828043,District 1
322,Trường Tiểu học Trần Quang Khải (cơ sở 2),school,10.789622602882798,106.69341304263804,District 1
323,Trường Tiểu học Phan Văn Trị,school,10.76694313770769,106.68439954637189,District 1
324,Trường Tiểu học Chương Dương,school,10.758560475206176,106.69115756290167,District 1
325,Trường Tiểu học Lê Ngọc Hân,school,10.772792241446771,106.68948534092804,District 1
326,Trường Trung học cơ sở Chu Văn An,school,10.765075725058782,106.68984828709891,District 1
327,Trường Trung học cơ sở Huỳnh Khương Ninh,school,10.789299903809614,106.69575312289552,District 1
328,Unknown,parking,10.787792071851763,106.70078218542689,District 1
329,Unknown,parking,10.786237650382423,106.70296218286506,District 1
330,Công viên Phong Châu,,10.766412366666666,106.68284366666666,District 1
331,Ministop,,10.794459827897452,106.6909070442841,District 1
332,7-Eleven,,10.7918529,106.68993449999999,District 1
333,Ministop,,10.790490990258018,106.69210423239228,District 1
334,Unknown,parking,10.774203215973314,106.70165026849894,District 1
335,Cửa hàng Xăng dầu Petrolimex Số 03,fuel,10.771413775486408,106.69517562149598,District 1
336,7-Eleven,,10.768413794793085,106.69302768769063,District 1
337,Cửa Hàng Xăng Dầu Petrolimex,fuel,10.7879598,106.6781128,District 3
338,Unknown,parking,10.7825263,106.6974271,District 3
339,Cửa Hàng Xăng Dầu Petrolimex,fuel,10.7807762,106.6958072,District 3
340,Cửa Hàng Tiện Lợi Shop & Go,,10.7872473,106.6925533,District 3
341,Co.opmart Nhiêu Lộc,,10.7864217,106.6755113,District 3
342,Renaissance International School SaiGon RISS,school,10.7817518,106.6869549,District 3
343,Trường Đại Học Ngoại Ngữ-Tin Học HCM,university,10.7887608,106.6854638,District 3
344,Trường Đại học Mở Thành phố Hồ Chí Minh,university,10.7761576,106.6903617,District 3
345,Circle K,,10.7764437,106.6900541,District 3
346,FamilyMart,,10.7767692,106.6903148,District 3
347,Trung Tâm Mua Sắm Sài Gòn Square 3,,10.7858096,106.6944333,District 3
348,Miquafood,,10.7797088,106.6788282,District 3
349,Trường Tiểu Học Trương Minh Giang,school,10.7883395,106.6772651,District 3
350,Cửa Hàng Tạp Hoá Út Nga,,10.7892531,106.6810562,District 3
351,B'smart,,10.7835228,106.6710615,District 3
352,Ministop,,10.7863278,106.6659888,District 3
353,Trạm Xăng Dầu Comeco,fuel,10.7842328,106.6701246,District 3
354,WinMart+,,10.7861852,106.684437,District 3
355,Unknown,fuel,10.7869831,106.6911126,District 3
356,Unknown,college,10.7851603,106.6847907,District 3
357,7-Eleven,,10.78195,106.6970815,District 3
358,WinMart+,,10.7905478,106.6884362,District 3
359,7-Eleven,,10.7895851,106.6893193,District 3
360,Cửa Hàn Tiện Lợi B's Mart,,10.7891917,106.6892751,District 3
361,WinMart+,,10.7877101,106.688524,District 3
362,WinMart+,,10.7900629,106.6781956,District 3
363,Co.op Food,,10.7867494,106.6795527,District 3
364,Cửa Hàng Tiện Lợi B's Mart,,10.7856862,106.6784568,District 3
365,WinMart+,,10.7831646,106.6826039,District 3
366,FamilyMart,,10.7813323,106.6907933,District 3
367,Unknown,,10.7859857,106.6714069,District 3
368,Unknown,,10.7700652,106.6820527,District 3
369,Unknown,,10.7732994,106.6849919,District 3
370,Unknown,,10.787936,106.6778758,District 3
371,Unknown,,10.7893359,106.6782189,District 3
372,Unknown,,10.7861978,106.6802251,District 3
373,Unknown,,10.7886612,106.6781504,District 3
374,Unknown,,10.7864111,106.6801482,District 3
375,Unknown,,10.7830575,106.6942504,District 3
376,Unknown,school,10.7853291,106.6911385,District 3
377,Học viện Nghệ thuật Biểu diễn & Âm nhạc Soul,school,10.7835066,106.6931601,District 3
378,Circle K,,10.7777976,106.6895862,District 3
379,Trung Tâm Đào Tạo Quản Trị Nhà Hàng Khách Sạn Á Âu,school,10.7873703,106.6923927,District 3
380,Ministop,,10.7664188,106.6817106,District 3
381,Unknown,,10.7822957,106.6772257,District 3
382,FamilyMart,,10.7858882,106.6921753,District 3
383,WinMart,,10.7808095,106.6785971,District 3
384,UEH-ISB Viện Đào Tạo Quốc Tế,school,10.7778944,106.6917901,District 3
385,Siêu Thị Aeon Citimart Cao Thắng,,10.7716235,106.6807503,District 3
386,Trường Đại học Hoa Sen - cơ sở Cao Thắng,university,10.7722267,106.6791108,District 3
387,Trường Cao đẳng Nova,college,10.7872016,106.6871226,District 3
388,Unknown,,10.7706211,106.6793367,District 3
389,USAMua - Mua Hàng Mỹ,,10.7742568,106.6859773,District 3
390,GS25,,10.7839055,106.6950929,District 3
391,GS25,,10.7785458,106.6891498,District 3
392,Gs25,,10.7693063,106.6828848,District 3
393,Circle k,,10.7689983,106.6832024,District 3
394,Unknown,,10.784025720543243,106.68894069998515,District 3
395,Co.opmart - Nguyễn Đình Chiểu,,10.78146668220108,106.69221981954361,District 3
396,Công trình cảnh quan Nhà thi đấu Phan Đình Phùng,,10.781491585310421,106.69387227659655,District 3
397,Trường Đại học Kiến trúc Thành phố Hồ Chí Minh,university,10.782430513600243,106.69444949159953,District 3
398,Trường Trung học phổ thông Marie Curie,school,10.782409053198235,106.69078591059035,District 3
399,Trường Tiểu học Trần Quốc Thảo,school,10.782055953463244,106.69490759726361,District 3
400,ILA - Nguyễn Đình Chiểu,school,10.782786755419655,106.69376571416832,District 3
401,Trường Trung học phố thông Nguyễn Thị Minh Khai,school,10.778954601888765,106.68724472456827,District 3
402,Viện Pasteur Thành phố Hồ Chí Minh,hospital,10.786203243292658,106.68878206893874,District 3
403,Trường Mầm non 12,school,10.787978743980094,106.672008685478,District 3
404,Bệnh viện Mắt Thành phố Hồ Chí Minh,hospital,10.778691613120886,106.68495774825197,District 3
405,Unknown,,10.777828056951343,106.68165389070667,District 3
406,Trường Tiểu học Lương Định Của,school,10.77072159617534,106.68228350322903,District 3
407,Công viên Thích Quảng Đức,,10.775388571161729,106.68680522957784,District 3
408,Bệnh viện Da liễu,hospital,10.776785523404387,106.68690412181385,District 3
409,Đại học Kinh tế Thành phố Hồ Chí Minh - Cơ sở A,university,10.783024666522328,106.69485728729414,District 3
410,Unknown,,10.782955050000002,106.6947455,District 3
411,Trường Tiểu học Trương Quyền,school,10.785390398032348,106.6776446839372,District 3
412,Trường Trung học cơ sở Lê Lợi,school,10.778690754849789,106.6821197882972,District 3
413,Trường Trung học cơ sở Colette,school,10.77590222884808,106.68656127994817,District 3
414,Bệnh viện Bình Dân,hospital,10.774094622683064,106.68137232499218,District 3
415,Trường Trung học phổ thông Nguyễn Thị Diệu,school,10.789318591113583,106.68889341440254,District 3
416,Trường Trung học cơ sở Lê Quý Đôn,school,10.77915421335997,106.69364446720225,District 3
417,Trường cấp 1 Phan Văn Hân,school,10.773686910170133,106.68688906500695,District 3
418,Trường Trung học cơ sở Kiến Thiết,school,10.773305812170657,106.68632948714692,District 3
419,Trường Trung học phổ thông Lê Quý Đôn,school,10.77965307892404,106.69410578622983,District 3
420,FPT Skillking HCM,college,10.790572866666666,106.68184996666668,District 3
421,Đài liệt sĩ Quận 3,,10.791087074549967,106.68297885239194,District 3
422,Trường Tiểu Học Bình Giã,school,10.789168363639265,106.66479766775979,District 3
423,Trường Trung học cơ sở Hai Bà Trưng,school,10.788527952558802,106.6904003333432,District 3
424,Unknown,,10.782533041021836,106.69595308472735,District 3
425,Unknown,,10.782637142480704,106.69594643097508,District 3
426,Petrolimex,fuel,10.7733983,106.68506109999998,District 3
427,PV Oil,fuel,10.77182248680231,106.68357519232927,District 3
428,SFC,fuel,10.776961819844658,106.68362032190045,District 3
429,Trường Trung học cơ sở Lương Thế Vinh,school,10.784881713510218,106.66910422482624,District 3
430,Trường Trung học cơ sở Đoàn Thị Điểm,school,10.787724526790266,106.67508501307177,District 3
431,Trường Tiểu học Trần Quang Diệu,school,10.788418215785885,106.67728038046042,District 3
432,Trung tâm Chính trị phường Xuân Hòa,school,10.779360797177215,106.68983185989387,District 3
433,Trường Tiểu học Phan Đình Phùng,school,10.768947756431862,106.68209533521441,District 3
